번호,종목명,평가액(억원),자산군 내 비중(%),지분율(%)
1711,XPO LOGISTICS INC,63.03,0.00,0.05
1712,TATA MOTORS LTD,62.86,0.00,0.07
1713,ICICI LOMBARD GENERAL INSURA,62.79,0.00,0.06
1714,VIA VAREJO SA,62.64,0.00,0.12
1715,INDUSTRIAL BANK CO LTD  A,62.31,0.00,0.02
1716,EXXARO RESOURCES LTD,62.18,0.00,0.17
1717,LUXSHARE PRECISION INDUSTR A,62.07,0.00,0.03
1718,EURONAV NV,62.03,0.00,0.31
1719,OSHKOSH CORP,61.99,0.00,0.10
1720,LIBERTY GLOBAL PLC  C,61.88,0.00,0.06
1721,MOSCOW EXCHANGE MICEX RTS PJ,61.83,0.00,0.19
1722,MAGNITE INC,61.68,0.00,0.16
1723,YANBU NATIONAL PETROCHEMICAL,61.66,0.00,0.06
1724,INFO EDGE INDIA LTD,61.64,0.00,0.07
1725,APOLLO GLOBAL MANAGEMENT INC,61.55,0.00,0.05
1726,VEDANTA LTD,61.53,0.00,0.07
1727,MAN WAH HOLDINGS LTD,61.47,0.00,0.07
1728,SUMITOMO CHEMICAL CO LTD,61.46,0.00,0.08
1729,PROMOTORA Y OPERADORA DE INF,61.27,0.00,0.17
1730,NISSIN FOODS HOLDINGS CO LTD,61.20,0.00,0.06
1731,AJINOMOTO CO INC,61.19,0.00,0.05
1732,MINTH GROUP LTD,61.06,0.00,0.09
1733,CAPITALAND INTEGRATED COMMER,60.83,0.00,0.05
1734,CENTRICA PLC,60.70,0.00,0.15
1735,VALMONT INDUSTRIES,60.65,0.00,0.15
1736,VAIL RESORTS INC,60.63,0.00,0.05
1737,HONGKONG LAND HOLDINGS LTD,60.59,0.00,0.06
1738,GRUPO AEROPORT DEL PACIFIC B,60.31,0.00,0.10
1739,WIN SEMICONDUCTORS CORP,60.29,0.00,0.11
1740,SIMCORP A/S,60.26,0.00,0.09
1741,CENCOSUD SA,60.26,0.00,0.12
1742,BEKAERT NV,60.25,0.00,0.28
1743,ALDAR PROPERTIES PJSC,60.20,0.00,0.08
1744,SHIMAO SERVICES HOLDINGS LTD,60.19,0.00,0.15
1745,WHARF HOLDINGS LTD,60.15,0.00,0.07
1746,JD HEALTH INTERNATIONAL INC,60.12,0.00,0.01
1747,EQUATORIAL ENERGIA SA   ORD,60.07,0.00,0.12
1748,CHINA EVERGRANDE GROUP,60.06,0.00,0.02
1749,INNOLUX CORP,60.01,0.00,0.11
1750,CENTRE TESTING INTL GROUP A,59.90,0.00,0.08
1751,ST JAMES S PLACE PLC,59.83,0.00,0.07
1752,PARKLAND CORP,59.79,0.00,0.12
1753,JUDGES SCIENTIFIC PLC,59.73,0.00,1.00
1754,INCHCAPE PLC,59.70,0.00,0.16
1755,KESKO OYJ B SHS,59.62,0.00,0.08
1756,SHENZHEN MINDRAY BIO MEDIC A,59.46,0.00,0.01
1757,ANDRITZ AG,59.46,0.00,0.11
1758,FORMOSA PETROCHEMICAL CORP,59.40,0.00,0.02
1759,NEW CHINA LIFE INSURANCE C H,59.31,0.00,0.13
1760,SMURFIT KAPPA GROUP PLC,59.30,0.00,0.05
1761,SUBSEA 7 SA,59.30,0.00,0.18
1762,ALFRESA HOLDINGS CORP,59.22,0.00,0.13
1763,NEUROCRINE BIOSCIENCES INC,59.04,0.00,0.06
1764,FIRST INTERSTATE BANCSYS A,59.01,0.00,0.32
1765,TETRA TECH INC,58.96,0.00,0.09
1766,WOODWARD INC,58.89,0.00,0.07
1767,GLOBE TELECOM INC,58.75,0.00,0.10
1768,TOYO SUISAN KAISHA LTD,58.61,0.00,0.10
1769,FOSUN INTERNATIONAL LTD,58.55,0.00,0.04
1770,ASIA CEMENT CORP,58.31,0.00,0.10
1771,ELIOR GROUP,58.14,0.00,0.45
1772,CHINA LIFE INSURANCE CO LTD,58.10,0.00,0.14
1773,ASHLAND GLOBAL HOLDINGS INC,58.06,0.00,0.11
1774,CIA ENERGETICA MINAS GER PRF,57.99,0.00,0.19
1775,LEPU MEDICAL TECHNOLOGY A,57.97,0.00,0.08
1776,TERNIUM SA SPONSORED ADR,57.92,0.00,0.09
1777,CHINA YOUZAN LTD,57.92,0.00,0.10
1778,NU SKIN ENTERPRISES INC   A,57.71,0.00,0.19
1779,METRO INC/CN,57.51,0.00,0.05
1780,PORTLAND GENERAL ELECTRIC CO,57.51,0.00,0.14
1781,BANDHAN BANK LTD,57.38,0.00,0.06
1782,GRUPO TELEVISA SAB SER CPO,57.36,0.00,0.11
1783,EMPRESAS COPEC SA,57.31,0.00,0.04
1784,BELLWAY PLC,57.26,0.00,0.11
1785,UNILEVER INDONESIA TBK PT,57.20,0.00,0.03
1786,ABC MART INC,57.16,0.00,0.11
1787,BANK NEGARA INDONESIA PERSER,57.09,0.00,0.06
1788,ELECTROLUX AB SER B,56.96,0.00,0.07
1789,YONGHUI SUPERSTORES CO LTD A,56.92,0.00,0.06
1790,BELIMO HOLDING AG REG,56.81,0.00,0.10
1791,CRH PLC,56.81,0.00,0.32
1792,ASPEN PHARMACARE HOLDINGS LT,56.80,0.00,0.14
1793,HASEKO CORP,56.74,0.00,0.15
1794,ALFA S.A.B. A,56.63,0.00,0.15
1795,ISHARES MSCI MALAYSIA ETF,56.40,0.00,1.28
1796,GALP ENERGIA SGPS SA,56.32,0.00,0.06
1797,ELIS SA,56.32,0.00,0.14
1798,OLD MUTUAL LTD,56.30,0.00,0.14
1799,GRASIM INDUSTRIES LTD,56.25,0.00,0.06
1800,GOERTEK INC  A,56.18,0.00,0.04
1801,REMGRO LTD,56.18,0.00,0.15
1802,SINOTRUK HONG KONG LTD,55.78,0.00,0.07
1803,BANGKOK BANK PUBLIC CO NVDR,55.72,0.00,0.07
1804,DINO POLSKA SA,55.40,0.00,0.07
1805,OJI HOLDINGS CORP,55.28,0.00,0.09
1806,STANDARD LIFE ABERDEEN PLC,55.15,0.00,0.06
1807,TOSOH CORP,55.14,0.00,0.10
1808,CHUBU ELECTRIC POWER CO INC,55.13,0.00,0.06
1809,NUVASIVE INC,55.00,0.00,0.17
1810,MISC BHD,54.93,0.00,0.07
1811,DXC TECHNOLOGY CO,54.50,0.00,0.08
1812,HANGZHOU HIKVISION DIGITAL A,54.42,0.00,0.05
1813,ICON PLC,54.18,0.00,0.05
1814,YETI HOLDINGS INC,54.14,0.00,0.08
1815,CHINA INTERNATIONAL CAPITA H,54.09,0.00,0.10
1816,VIETNAM DAIRY PRODUCTS JSC,54.06,0.00,0.05
1817,GLOBAL BLOOD THERAPEUTICS IN,53.98,0.00,0.19
1818,HELLENIC TELECOMMUN ORGANIZA,53.92,0.00,0.06
1819,ZIONS BANCORP NA,53.83,0.00,0.07
1820,MOWI ASA,53.78,0.00,0.04
1821,INTOUCH HOLDINGS PCL NVDR,53.72,0.00,0.08
1822,PETRONAS GAS BHD,53.71,0.00,0.06
1823,VANGUARD INTERNATIONAL SEMI,53.68,0.00,0.07
1824,HIKMA PHARMACEUTICALS PLC,53.59,0.00,0.06
1825,CAPITALAND LTD,53.58,0.00,0.04
1826,STOCKLAND,53.45,0.00,0.06
1827,GPT GROUP,53.39,0.00,0.07
1828,A2 MILK CO LTD,53.36,0.00,0.08
1829,KNOW IT AB,53.28,0.00,0.66
1830,ARAB NATIONAL BANK,53.20,0.00,0.06
1831,UBICOM HOLDINGS INC,53.16,0.00,1.08
1832,GREENTOWN SERVICE GROUP CO L,53.07,0.00,0.12
1833,KAKAKU.COM INC,53.05,0.00,0.09
1834,SEVERSTAL PJSC,52.95,0.00,0.03
1835,UNIMICRON TECHNOLOGY CORP,52.86,0.00,0.10
1836,TREND MICRO INC,52.58,0.00,0.00
1837,ALMARAI CO,52.57,0.00,0.03
1838,GERDAU SA  SPON ADR,52.45,0.00,0.09
1839,POWERTECH TECHNOLOGY INC,52.44,0.00,0.18
1840,EBIX INC,52.38,0.00,0.41
1841,51JOB INC ADR,52.37,0.00,0.10
1842,DELTA AIR LINES INC,52.22,0.00,0.02
1843,MAN GROUP PLC/JERSEY,51.96,0.00,0.17
1844,BYD CO LTD  A,51.91,0.00,0.01
1845,PTC THERAPEUTICS INC,51.90,0.00,0.11
1846,MEIJI HOLDINGS CO LTD,51.49,0.00,0.04
1847,PIDILITE INDUSTRIES LTD,51.42,0.00,0.04
1848,SHIMAMURA CO LTD,51.40,0.00,0.12
1849,AKBANK T.A.S.,51.37,0.00,0.10
1850,IG GROUP HOLDINGS PLC,51.30,0.00,0.11
1851,SHIN KONG FINANCIAL HOLDING,51.29,0.00,0.12
1852,FAR EASTONE TELECOMM CO LTD,51.28,0.00,0.07
1853,BYD ELECTRONIC INTL CO LTD,51.19,0.00,0.04
1854,TALANX AG,51.18,0.00,0.05
1855,SALLY BEAUTY HOLDINGS INC,51.16,0.00,0.32
1856,LUZHOU LAOJIAO CO LTD A,51.03,0.00,0.01
1857,SURGUTNEFTEGAS PREFERENCE,50.93,0.00,0.12
1858,CHINA RESOURCES POWER HOLDIN,50.88,0.00,0.09
1859,QURATE RETAIL INC SERIES A,50.84,0.00,0.11
1860,PENNYMAC FINANCIAL SERVICES,50.81,0.00,0.10
1861,RINGKJOEBING LANDBOBANK A/S,50.61,0.00,0.17
1862,TECK RESOURCES LTD CLS B,50.60,0.00,0.05
1863,TSURUHA HOLDINGS INC,50.59,0.00,0.07
1864,CHEMED CORP,50.58,0.00,0.05
1865,INSURANCE AUSTRALIA GROUP,50.50,0.00,0.05
1866,OPAP SA,50.50,0.00,0.10
1867,CIENA CORP,50.49,0.00,0.06
1868,RH,50.38,0.00,0.05
1869,BOISE CASCADE CO,50.26,0.00,0.25
1870,ALTAGAS LTD,50.12,0.00,0.11
1871,CHANG HWA COMMERCIAL BANK,50.08,0.00,0.07
1872,GRUPO BIMBO SAB  SERIES A,50.07,0.00,0.05
1873,KOBAYASHI PHARMACEUTICAL CO,49.96,0.00,0.05
1874,VISTRY GROUP PLC,49.93,0.00,0.16
1875,CHAROEN POKPHAND INDONESI PT,49.89,0.00,0.06
1876,SHREE CEMENT LTD,49.81,0.00,0.04
1877,SMOORE INTERNATIONAL HOLDING,49.80,0.00,0.01
1878,MERITAGE HOMES CORP,49.79,0.00,0.15
1879,LEROY SEAFOOD GROUP ASA,49.67,0.00,0.11
1880,SAWAI PHARMACEUTICAL CO LTD,49.52,0.00,0.23
1881,INTERCONEXION ELECTRICA SA,49.41,0.00,0.05
1882,SUL AMERICA SA   UNITS,49.30,0.00,0.13
1883,INDOFOOD SUKSES MAKMUR TBK P,49.28,0.00,0.11
1884,MEDIBANK PRIVATE LTD,49.25,0.00,0.07
1885,UNI PRESIDENT CHINA HOLDINGS,49.21,0.00,0.10
1886,ST. MODWEN PROPERTIES PLC,49.19,0.00,0.37
1887,WILL SEMICONDUCTOR CO LTD A,49.14,0.00,0.02
1888,HANCOCK WHITNEY CORP,49.13,0.00,0.15
1889,LPL FINANCIAL HOLDINGS INC,48.83,0.00,0.05
1890,CHINA MEDICAL SYSTEM HOLDING,48.70,0.00,0.16
1891,DIALOG GROUP BHD,48.62,0.00,0.09
1892,GOLDEN OCEAN GROUP LTD,48.56,0.00,0.66
1893,CACI INTERNATIONAL INC  CL A,48.53,0.00,0.07
1894,AIRPORTS OF THAILAND PC NVDR,48.51,0.00,0.02
1895,MICROPORT SCIENTIFIC CORP,48.44,0.00,0.05
1896,PTT EXPLORATION + PROD FOR,48.41,0.00,0.03
1897,MARATHON OIL CORP,48.33,0.00,0.08
1898,GETINGE AB B SHS,48.29,0.00,0.07
1899,NIHON UNISYS LTD,48.28,0.00,0.10
1900,YUEXIU PROPERTY CO LTD,48.27,0.00,0.14
1901,CHINA TAIPING INSURANCE HOLD,48.14,0.00,0.07
1902,MARKS + SPENCER GROUP PLC,48.11,0.00,0.12
1903,GUANGZHOU AUTOMOBILE GROUP H,48.06,0.00,0.13
1904,HANGZHOU TIGERMED CONSULTI A,48.04,0.00,0.03
1905,ROYAL GOLD INC,47.99,0.00,0.06
1906,SHENZHEN MINDRAY BIO MEDIC A,47.98,0.00,0.01
1907,REINSURANCE GROUP OF AMERICA,47.82,0.00,0.07
1908,HENKEL AG + CO KGAA,47.80,0.00,0.02
1909,WINBOND ELECTRONICS CORP,47.78,0.00,0.11
1910,QINETIQ GROUP PLC,47.71,0.00,0.17
1911,DIGI.COM BHD,47.68,0.00,0.05
1912,EMPIRE CO LTD  A,47.66,0.00,0.09
1913,HELEN OF TROY LTD,47.64,0.00,0.08
1914,EMS CHEMIE HOLDING AG REG,47.61,0.00,0.02
1915,ADANI PORTS AND SPECIAL ECON,47.53,0.00,0.03
1916,WP CAREY INC,47.52,0.00,0.04
1917,BRF SA,47.44,0.00,0.13
1918,HANGZHOU OXYGEN PLANT GROU A,47.40,0.00,0.10
1919,TIMKEN CO,47.37,0.00,0.07
1920,MOBILE TELECOMMUNICATIONS CO,47.32,0.00,0.05
1921,KUMBA IRON ORE LTD,47.31,0.00,0.03
1922,KULICKE + SOFFA INDUSTRIES,47.30,0.00,0.22
1923,CP ALL PCL NVDR,47.08,0.00,0.02
1924,BANCO SANTANDER CHILE,47.03,0.00,0.05
1925,NOVOLIPETSK STEEL PJSC,46.87,0.00,0.03
1926,LIFE HEALTHCARE GROUP HOLDIN,46.84,0.00,0.25
1927,SOUTH STATE CORP,46.75,0.00,0.08
1928,HILL ROM HOLDINGS INC,46.74,0.00,0.07
1929,RENTOKIL INITIAL PLC,46.72,0.00,0.04
1930,SELECTIVE INSURANCE GROUP,46.63,0.00,0.11
1931,JARIR MARKETING CO,46.56,0.00,0.08
1932,COMPAL ELECTRONICS,46.56,0.00,0.13
1933,SANY HEAVY INDUSTRY CO LTD A,46.53,0.00,0.01
1934,MICRO STAR INTERNATIONAL CO,46.48,0.00,0.11
1935,POLSKIE GORNICTWO NAFTOWE I,46.46,0.00,0.05
1936,BANK AL JAZIRA,46.38,0.00,0.14
1937,CARTER S INC,46.37,0.00,0.10
1938,SMITHS GROUP PLC,46.31,0.00,0.05
1939,HAPVIDA PARTICIPACOES E INVE,46.24,0.00,0.04
1940,TFI INTERNATIONAL INC,46.17,0.00,0.09
1941,ATLANTIC UNION BANKSHARES CO,46.10,0.00,0.16
1942,CHINA MOBILE LTD SPON ADR,46.06,0.00,0.01
1943,SURGUTNEFTEGAS PJSC,45.93,0.00,0.03
1944,ACC LTD,45.88,0.00,0.10
1945,CHINA HONGQIAO GROUP LTD,45.87,0.00,0.05
1946,JIANGSU YANGHE BREWERY  A,45.86,0.00,0.05
1947,ACER INC,45.82,0.00,0.16
1948,CHOCOLADEFABRIKEN LINDT PC,45.78,0.00,0.04
1949,ALROSA PJSC,45.72,0.00,0.13
1950,DUBAI ISLAMIC BANK,45.71,0.00,0.05
1951,KONICA MINOLTA INC,45.69,0.00,0.22
1952,NATIONAL RETAIL PROPERTIES,45.68,0.00,0.06
1953,CITIC SECURITIES CO A,45.61,0.00,0.03
1954,DOMTAR CORP,45.48,0.00,0.24
1955,EVERGY INC,45.46,0.00,0.03
1956,SCHWEITZER MAUDUIT INTL INC,45.44,0.00,0.33
1957,COMMERZBANK AG,45.42,0.00,0.05
1958,DRILLING CO OF 1972/THE,45.34,0.00,0.32
1959,FAR EASTERN NEW CENTURY CORP,45.31,0.00,0.08
1960,BANK PEKAO SA,45.24,0.00,0.10
1961,GENTING BHD,45.10,0.00,0.10
1962,SAVOLA,44.92,0.00,0.07
1963,TRAVELSKY TECHNOLOGY LTD H,44.91,0.00,0.18
1964,BANGKOK DUSIT MED SERVI NVDR,44.90,0.00,0.04
1965,FNB CORP,44.81,0.00,0.13
1966,SMART GLOBAL HOLDINGS INC,44.71,0.00,0.44
1967,IIDA GROUP HOLDINGS CO LTD,44.65,0.00,0.07
1968,DEUTSCHE PFANDBRIEFBANK AG,44.61,0.00,0.28
1969,HARLEY DAVIDSON INC,44.60,0.00,0.07
1970,BEIJING CAPITAL INTL AIRPO H,44.56,0.00,0.26
1971,DANA INC,44.54,0.00,0.15
1972,ENPRO INDUSTRIES INC,44.54,0.00,0.26
1973,VALLEY NATIONAL BANCORP,44.46,0.00,0.10
1974,ITV PLC,44.46,0.00,0.07
1975,SKANSKA AB B SHS,44.45,0.00,0.04
1976,ZUKEN INC,44.45,0.00,0.63
1977,MAXIS BHD,44.43,0.00,0.04
1978,NISSHIN SEIFUN GROUP INC,44.43,0.00,0.08
1979,HYDRO ONE LTD,44.40,0.00,0.03
1980,AURIZON HOLDINGS LTD,44.35,0.00,0.07
1981,TELENOR ASA,44.33,0.00,0.02
1982,IHH HEALTHCARE BHD,44.31,0.00,0.03
1983,BANK ALBILAD,44.28,0.00,0.07
1984,LUPIN LTD,44.27,0.00,0.07
1985,ADARO ENERGY TBK PT,44.10,0.00,0.12
1986,GIANT MANUFACTURING,44.08,0.00,0.11
1987,MITSUI CHEMICALS INC,44.05,0.00,0.07
1988,SNAM SPA,44.03,0.00,0.02
1989,SHENZHEN OVERSEAS CHINESE A,44.03,0.00,0.05
1990,LINK ADMINISTRATION HOLDINGS,44.00,0.00,0.18
1991,KIKKOMAN CORP,43.90,0.00,0.03
1992,AIR CANADA,43.85,0.00,0.08
1993,CK INFRASTRUCTURE HOLDINGS L,43.66,0.00,0.03
1994,SHANGHAI FLYCO ELECTRICAL  A,43.59,0.00,0.13
1995,CHOCOLADEFABRIKEN LINDT REG,43.52,0.00,0.03
1996,MEGACABLE HOLDINGS CPO,43.51,0.00,0.13
1997,HONG LEONG BANK BERHAD,43.49,0.00,0.04
1998,HANG LUNG PROPERTIES LTD,43.36,0.00,0.03
1999,INTL CONTAINER TERM SVCS INC,43.35,0.00,0.08
2000,BANKIA SA,43.34,0.00,0.07
2001,SANKYU INC,43.30,0.00,0.16
2002,KAMAN CORP,43.28,0.00,0.25
2003,UMB FINANCIAL CORP,43.26,0.00,0.12
2004,SHANXI XINGHUACUN FEN WINE A,43.24,0.00,0.01
2005,TURKCELL ILETISIM HIZMET AS,43.21,0.00,0.08
2006,HAVELLS INDIA LTD,43.16,0.00,0.05
2007,RADIAN GROUP INC,43.09,0.00,0.10
2008,NEXANS SA,43.08,0.00,0.13
2009,COCA COLA AMATIL LTD,43.06,0.00,0.05
2010,MALAYSIA AIRPORTS HLDGS BHD,43.03,0.00,0.16
2011,ETIHAD ETISALAT CO,43.00,0.00,0.07
2012,MOSAIC CO/THE,42.98,0.00,0.05
2013,PPB GROUP BERHAD,42.98,0.00,0.06
2014,KAISER ALUMINUM CORP,42.90,0.00,0.25
2015,MAXSCEND MICROELECTRONICS  A,42.88,0.00,0.03
2016,SEVERSTAL   GDR REG S,42.87,0.00,0.03
2017,SECURITAS AB B SHS,42.83,0.00,0.07
2018,PERSPECTA INC,42.82,0.00,0.10
2019,BJ S RESTAURANTS INC,42.60,0.00,0.46
2020,TRINITY INDUSTRIES INC,42.60,0.00,0.13
2021,FAR EAST HORIZON LTD,42.55,0.00,0.10
2022,HUSQVARNA AB B SHS,42.54,0.00,0.06
2023,NOVOLIPETSK STEEL PJSC GDR,42.43,0.00,0.02
2024,MR PRICE GROUP LTD,42.40,0.00,0.14
2025,SITIME CORP,42.38,0.00,0.21
2026,ANADOLU EFES BIRACILIK VE,42.36,0.00,0.21
2027,KELLER GROUP PLC,42.30,0.00,0.56
2028,KEMPER CORP,42.21,0.00,0.08
2029,CASTLE BIOSCIENCES INC,42.21,0.00,0.24
2030,SAAB AB B,42.21,0.00,0.10
2031,STAR ENTERTAINMENT GRP LTD/T,42.20,0.00,0.14
2032,TENNANT CO,42.20,0.00,0.30
2033,QANTAS AIRWAYS LTD,42.12,0.00,0.05
2034,ZSCALER INC,42.09,0.00,0.01
2035,ALUMINA LTD,42.07,0.00,0.09
2036,WIZZ AIR HOLDINGS PLC,42.04,0.00,0.07
2037,ENDESA SA,42.00,0.00,0.01
2038,COSAN SA,41.83,0.00,0.07
2039,CHENG SHIN RUBBER IND CO LTD,41.81,0.00,0.08
2040,WELCIA HOLDINGS CO LTD,41.78,0.00,0.05
2041,APOLLO HOSPITALS ENTERPRISE,41.73,0.00,0.08
2042,CHICONY ELECTRONICS CO LTD,41.56,0.00,0.17
2043,JW CAYMAN THERAPEUTICS CO LT,41.55,0.00,0.29
2044,BANNER CORPORATION,41.50,0.00,0.23
2045,BUNZL PLC,41.49,0.00,0.03
2046,PVH CORP,41.47,0.00,0.06
2047,MONRO INC,41.40,0.00,0.21
2048,FENG TAY ENTERPRISE CO LTD,41.36,0.00,0.06
2049,MEDIPAL HOLDINGS CORP,41.36,0.00,0.08
2050,GRUPO FINANCIERO INBURSA O,41.32,0.00,0.06
2051,INTERNATIONAL GAME TECHNOLOG,41.31,0.00,0.08
2052,MOL HUNGARIAN OIL AND GAS PL,41.25,0.00,0.06
2053,PROSPERITY BANCSHARES INC,41.24,0.00,0.06
2054,SVENSKA CELLULOSA AB SCA B,41.10,0.00,0.03
2055,AIER EYE HOSPITAL GROUP CO A,41.10,0.00,0.01
2056,CONMED CORP,41.06,0.00,0.12
2057,MEDPACE HOLDINGS INC,41.04,0.00,0.08
2058,NIBE INDUSTRIER AB B SHS,40.99,0.00,0.03
2059,COMMERCIAL BANK PSQC,40.95,0.00,0.08
2060,STORA ENSO OYJ R SHS,40.94,0.00,0.03
2061,CONCENTRIC AB,40.83,0.00,0.44
2062,LKQ CORP,40.81,0.00,0.03
2063,BW OFFSHORE LTD,40.81,0.00,0.46
2064,HAOHUA CHEMICAL SCIENCE   A,40.79,0.00,0.13
2065,QUALYS INC,40.73,0.00,0.08
2066,MOSCOW EXCHANGE MICEX RTS PJ,40.68,0.00,0.19
2067,GLENMARK PHARMACEUTICALS LTD,40.63,0.00,0.20
2068,LPP SA,40.62,0.00,0.11
2069,RIGHTMOVE PLC,40.55,0.00,0.05
2070,KINGFISHER PLC,40.54,0.00,0.05
2071,BGC PARTNERS INC CL A,40.42,0.00,0.29
2072,JIANGSU HENGLI HYDRAULIC C A,40.40,0.00,0.02
2073,KOHLS CORP,40.39,0.00,0.06
2074,4IMPRINT GROUP PLC,40.39,0.00,0.38
2075,EMPRESAS CMPC SA,40.38,0.00,0.06
2076,SBI HOLDINGS INC,40.28,0.00,0.06
2077,WANHUA CHEMICAL GROUP CO  A,40.24,0.00,0.06
2078,FIRST FOUNDATION INC,40.17,0.00,0.41
2079,HOMESTREET INC,40.08,0.00,0.50
2080,WIPRO LTD ADR,40.07,0.00,0.01
2081,MUYUAN FOODSTUFF CO LTD A,40.05,0.00,0.01
2082,INNER MONGOLIA YILI INDUS A,40.05,0.00,0.05
2083,PRESS METAL ALUMINIUM HOLDIN,40.04,0.00,0.04
2084,HILLENBRAND INC,40.00,0.00,0.12
2085,FLIGHT CENTRE TRAVEL GROUP L,40.00,0.00,0.12
2086,ALLETE INC,39.99,0.00,0.11
2087,PTT EXPLOR + PROD PCL NVDR,39.94,0.00,0.03
2088,KANSAI ELECTRIC POWER CO INC,39.94,0.00,0.04
2089,DANSKE BANK A/S,39.92,0.00,0.03
2090,MARICO LTD,39.80,0.00,0.05
2091,REINET INVESTMENTS SCA,39.78,0.00,0.10
2092,HUA HONG SEMICONDUCTOR LTD,39.76,0.00,0.05
2093,TECAN GROUP AG REG,39.72,0.00,0.06
2094,SAUDI KAYAN PETROCHEMICAL CO,39.57,0.00,0.06
2095,AGL ENERGY LTD,39.56,0.00,0.06
2096,TELECOM ITALIA SPA,39.54,0.00,0.05
2097,VISCOFAN SA,39.51,0.00,0.11
2098,EQUITABLE HOLDINGS INC,39.42,0.00,0.03
2099,MABUCHI MOTOR CO LTD,39.22,0.00,0.12
2100,H LUNDBECK A/S,39.05,0.00,0.05
2101,3SBIO INC,38.95,0.00,0.16
2102,WR GRACE + CO,38.95,0.00,0.10
2103,MELROSE INDUSTRIES PLC,38.88,0.00,0.03
2104,SIME DARBY PLANTATION BHD,38.83,0.00,0.04
2105,ZEE ENTERTAINMENT ENTERPRISE,38.77,0.00,0.12
2106,DIALOG SEMICONDUCTOR PLC,38.76,0.00,0.09
2107,KAMIGUMI CO LTD,38.75,0.00,0.15
2108,EMCOR GROUP INC,38.67,0.00,0.07
2109,GROWTHPOINT PROPERTIES LTD,38.64,0.00,0.12
2110,WOOLWORTHS HOLDINGS LTD,38.61,0.00,0.13
2111,AVAST PLC,38.38,0.00,0.05
2112,UNIPER SE,38.37,0.00,0.03
2113,ALGONQUIN POWER + UTILITIES,38.29,0.00,0.04
2114,WALSIN TECHNOLOGY CORP,38.29,0.00,0.09
2115,TAIYO YUDEN CO LTD,38.26,0.00,0.06
2116,HYPERA SA,38.18,0.00,0.08
2117,TASLY PHARMACEUTICAL GROUP A,38.18,0.00,0.10
2118,MAGNIT PJSC,38.15,0.00,0.04
2119,PETIQ INC,38.14,0.00,0.36
2120,NINE DRAGONS PAPER HOLDINGS,38.12,0.00,0.05
2121,QATAR FUEL QSC,38.11,0.00,0.07
2122,SOPRA STERIA GROUP,38.11,0.00,0.11
2123,AGC INC,38.05,0.00,0.04
2124,CIFI HOLDINGS GROUP CO LTD,38.05,0.00,0.05
2125,PEARSON PLC,38.04,0.00,0.05
2126,SCOR SE,37.99,0.00,0.06
2127,CHINA JINMAO HOLDINGS GROUP,37.98,0.00,0.06
2128,COVANTA HOLDING CORP,37.95,0.00,0.20
2129,FREENET AG,37.88,0.00,0.13
2130,IOI CORP BHD,37.86,0.00,0.05
2131,HARMONY GOLD MINING CO LTD,37.78,0.00,0.12
2132,AXIATA GROUP BERHAD,37.78,0.00,0.04
2133,EPIROC AB A,37.75,0.00,0.02
2134,FALABELLA SA,37.69,0.00,0.04
2135,SUNCORP GROUP LTD,37.59,0.00,0.04
2136,LEVI STRAUSS + CO  CLASS A,37.58,0.00,0.32
2137,JUBILANT FOODWORKS LTD,37.56,0.00,0.07
2138,WH SMITH PLC,37.54,0.00,0.13
2139,CHINA RAILWAY GROUP LTD H,37.45,0.00,0.21
2140,BIOCON LTD,37.43,0.00,0.05
2141,QUEBECOR INC   CL B,37.37,0.00,0.08
2142,JARDINE STRATEGIC HLDGS LTD,37.36,0.00,0.01
2143,KOC HOLDING AS,37.33,0.00,0.05
2144,MAGELLAN FINANCIAL GROUP LTD,37.30,0.00,0.05
2145,AVERY DENNISON CORP,37.29,0.00,0.03
2146,PUREGOLD PRICE CLUB INC,37.28,0.00,0.14
2147,PHOSAGRO PJSC GDR REG S,37.26,0.00,0.06
2148,PING AN BANK CO LTD A,37.15,0.00,0.05
2149,KH NEOCHEM CO LTD,37.15,0.00,0.35
2150,ATMOS ENERGY CORP,36.98,0.00,0.03
2151,KUALA LUMPUR KEPONG BHD,36.92,0.00,0.05
2152,SAIA INC,36.91,0.00,0.07
2153,INTER RAO UES PJSC,36.83,0.00,0.05
2154,NET ONE SYSTEMS CO LTD,36.82,0.00,0.11
2155,SHANGHAI PUDONG DEVEL BANK A,36.78,0.00,0.01
2156,CIA DE MINAS BUENAVENTUR ADR,36.74,0.00,0.10
2157,ORBIA ADVANCE CORP SAB DE CV,36.71,0.00,0.07
2158,WISETECH GLOBAL LTD,36.70,0.00,0.04
2159,RYANAIR HOLDINGS PLC,36.57,0.00,0.02
2160,QATAR ELECTRICITY + WATER CO,36.54,0.00,0.06
2161,TOTVS SA,36.45,0.00,0.10
2162,WUXI APPTEC CO LTD A,36.44,0.00,0.02
2163,SPARK INFRASTRUCTURE GROUP,36.43,0.00,0.12
2164,POU CHEN,36.43,0.00,0.10
2165,MARUI GROUP CO LTD,36.38,0.00,0.09
2166,LARSEN + TOUBRO INFOTECH LTD,36.27,0.00,0.04
2167,JACK HENRY + ASSOCIATES INC,36.26,0.00,0.03
2168,ICA GRUPPEN AB,36.26,0.00,0.03
2169,INDOCEMENT TUNGGAL PRAKARSA,36.24,0.00,0.09
2170,BOX INC   CLASS A,36.23,0.00,0.12
