번호,종목명,평가액(억원),자산군 내 비중(%),지분율(%)
2620,YUNNAN ENERGY NEW MATERIAL A,23.58,0.00,0.09
2621,GULF ENERGY DEVELOPM FOREIGN,23.54,0.00,0.02
2622,ONENESS BIOTECH CO LTD,23.52,0.00,0.07
2623,CERVED GROUP SPA,23.49,0.00,0.11
2624,EURONEXT NV,23.48,0.00,0.03
2625,B+M EUROPEAN VALUE RETAIL SA,23.44,0.00,0.03
2626,EARTHSTONE ENERGY INC   A,23.43,0.00,1.34
2627,BEIJING ENTERPRISES HLDGS,23.42,0.00,0.05
2628,TOHO GAS CO LTD,23.39,0.00,0.03
2629,TOKAI RIKA CO LTD,23.39,0.00,0.13
2630,SANTANDER BANK POLSKA SA,23.37,0.00,0.04
2631,IDEMITSU KOSAN CO LTD,23.37,0.00,0.03
2632,TOURMALINE OIL CORP,23.35,0.00,0.05
2633,TONGWEI CO LTD A,23.34,0.00,0.02
2634,MSC INDUSTRIAL DIRECT CO A,23.33,0.00,0.05
2635,CHINA EVERBRIGHT BANK CO L H,23.32,0.00,0.04
2636,PHISON ELECTRONICS CORP,23.30,0.00,0.09
2637,PILGRIM S PRIDE CORP,23.30,0.00,0.04
2638,BANK OF COMMUNICATIONS CO A,23.27,0.00,0.01
2639,NAGASE + CO LTD,23.25,0.00,0.11
2640,SONOS INC,23.25,0.00,0.08
2641,STARTS CORP INC,23.23,0.00,0.14
2642,PREMIER FINANCIAL CORP,23.19,0.00,0.25
2643,ATACADAO SA,23.18,0.00,0.03
2644,GLOBE LIFE INC,23.17,0.00,0.02
2645,CHANGCHUN HIGH + NEW TECH A,23.12,0.00,0.02
2646,ASMEDIA TECHNOLOGY INC,23.10,0.00,0.05
2647,VECTRUS INC,23.03,0.00,0.29
2648,OWENS CORNING,23.01,0.00,0.03
2649,MEGGITT PLC,22.98,0.00,0.06
2650,CENTRAL PATTANA PUB CO FOREI,22.95,0.00,0.03
2651,JETBLUE AIRWAYS CORP,22.92,0.00,0.05
2652,YAMAMI CO,22.91,0.00,1.48
2653,YOKOHAMA RUBBER CO LTD,22.91,0.00,0.08
2654,SCHIBSTED ASA CL A,22.91,0.00,0.05
2655,LENNOX INTERNATIONAL INC,22.90,0.00,0.02
2656,HENGLI PETROCHEMICAL CO L A,22.90,0.00,0.01
2657,CENTRAL RETAIL CORP FOREIGN,22.86,0.00,0.03
2658,QL RESOURCES BHD,22.85,0.00,0.06
2659,PETRONAS DAGANGAN BHD,22.81,0.00,0.04
2660,HACI OMER SABANCI HOLDING,22.79,0.00,0.06
2661,ZHANGZHOU PIENTZEHUANG PHA A,22.78,0.00,0.01
2662,TONGWEI CO LTD A,22.75,0.00,0.02
2663,NICHICON CORPORATION,22.65,0.00,0.21
2664,INDORAMA VENTURES FOREIGN,22.62,0.00,0.03
2665,CAPRI HOLDINGS LTD,22.62,0.00,0.03
2666,CARPARTS.COM INC,22.58,0.00,0.35
2667,KNORR BREMSE AG,22.55,0.00,0.01
2668,CENTURY COMMUNITIES INC,22.50,0.00,0.14
2669,SYNNEX CORP,22.50,0.00,0.05
2670,FJ NEXT CO LTD,22.46,0.00,0.62
2671,ALIBABA PICTURES GROUP LTD,22.46,0.00,0.06
2672,ASICS CORP,22.45,0.00,0.06
2673,REC LTD,22.44,0.00,0.06
2674,TENARIS SA ADR,22.43,0.00,0.02
2675,BHARAT FORGE LTD,22.39,0.00,0.06
2676,TURKIYE IS BANKASI C,22.35,0.00,0.05
2677,HITACHI CAPITAL CORP,22.34,0.00,0.07
2678,WESTPORTS HOLDINGS BHD,22.31,0.00,0.06
2679,TETHYS OIL AB,22.27,0.00,1.03
2680,ROTORK PLC,22.22,0.00,0.05
2681,EDP RENOVAVEIS SA,22.21,0.00,0.01
2682,LIGHTSPEED POS INC SUB VOTE,22.21,0.00,0.04
2683,HUANENG POWER INTL INC H,22.19,0.00,0.12
2684,ANHUI GUJING DISTILLERY CO B,22.17,0.00,0.12
2685,BY HEALTH CO LTD A,22.15,0.00,0.04
2686,HEALTH AND HAPPINESS H+H INT,22.12,0.00,0.09
2687,DR. REDDY S LABORATORIES ADR,22.09,0.00,0.02
2688,SNOWFLAKE INC CLASS A,22.07,0.00,0.01
2689,GB GROUP PLC,22.06,0.00,0.08
2690,PERSOL HOLDINGS CO LTD,22.04,0.00,0.05
2691,JD SPORTS FASHION PLC,22.03,0.00,0.02
2692,APOLLO COMMERCIAL REAL ESTAT,21.99,0.00,0.13
2693,AIR NEW ZEALAND LTD,21.94,0.00,0.14
2694,BANCA TRANSILVANIA SA,21.94,0.00,0.06
2695,DEUTZ AG,21.92,0.00,0.27
2696,ASKA PHARMACEUTICAL CO LTD,21.90,0.00,0.43
2697,FLOW TRADERS,21.88,0.00,0.13
2698,GSX TECHEDU INC  ADR,21.83,0.00,0.03
2699,TELEPHONE AND DATA SYSTEMS,21.80,0.00,0.10
2700,DAITO PHARMACEUTICAL CO LTD,21.80,0.00,0.41
2701,HOME PRODUCT CENTER PCL FOR,21.76,0.00,0.03
2702,ARGAN INC,21.75,0.00,0.26
2703,LANCASHIRE HOLDINGS LTD,21.70,0.00,0.08
2704,PINNACLE WEST CAPITAL,21.69,0.00,0.02
2705,EVE ENERGY CO LTD A,21.68,0.00,0.01
2706,RMR GROUP INC/THE   A,21.67,0.00,0.34
2707,SHANDONG SINOCERA FUNCTION A,21.67,0.00,0.03
2708,CPFL ENERGIA SA,21.65,0.00,0.03
2709,G BITS NETWORK TECHNOLOGY A,21.55,0.00,0.04
2710,CHINA OILFIELD SERVICES H,21.54,0.00,0.13
2711,UNIVERSAL ELECTRONICS INC,21.48,0.00,0.27
2712,CIA PARANAENSE DE ENERGI PFB,21.46,0.00,0.11
2713,HUATAI SECURITIES CO LTD A,21.44,0.00,0.02
2714,SUNTORY BEVERAGE + FOOD LTD,21.42,0.00,0.02
2715,AUCKLAND INTL AIRPORT LTD,21.40,0.00,0.02
2716,ZHONGJIN GOLD CORP A,21.40,0.00,0.04
2717,RONGSHENG PETRO CHEMICAL A,21.39,0.00,0.01
2718,CHINA EAST EDUCATION HOLDING,21.39,0.00,0.04
2719,NORTHWEST NATURAL HOLDING CO,21.33,0.00,0.14
2720,OPEN HOUSE CO LTD,21.33,0.00,0.04
2721,GOODYEAR TIRE + RUBBER CO,21.32,0.00,0.08
2722,NEWMARK GROUP INC CLASS A,21.31,0.00,0.17
2723,INDOFOOD CBP SUKSES MAKMUR T,21.30,0.00,0.02
2724,KFORCE INC,21.27,0.00,0.21
2725,TRIUMPH BANCORP INC,21.23,0.00,0.16
2726,WEST HOLDINGS CORP,21.23,0.00,0.12
2727,CHINA BOHAI BANK CO LTD H,21.22,0.00,0.05
2728,CA IMMOBILIEN ANLAGEN AG,21.22,0.00,0.05
2729,SARANA MENARA NUSANTARA PT,21.17,0.00,0.06
2730,MAPFRE SA,21.16,0.00,0.03
2731,10X GENOMICS INC CLASS A,21.11,0.00,0.02
2732,TOKAI CORP/GIFU,21.10,0.00,0.27
2733,ABDULLAH AL OTHAIM MARKETS,21.09,0.00,0.07
2734,SHENZHEN INOVANCE TECHNOLO A,21.06,0.00,0.04
2735,OILES CORP,21.06,0.00,0.36
2736,LIBERTY MEDIA CORP LIBERTY C,21.04,0.00,0.02
2737,POLA ORBIS HOLDINGS INC,20.99,0.00,0.04
2738,CHINA CINDA ASSET MANAGEME H,20.95,0.00,0.07
2739,NIPPON CERAMIC CO LTD,20.94,0.00,0.25
2740,CANSINO BIOLOGICS INC H,20.90,0.00,0.06
2741,KAKEN PHARMACEUTICAL CO LTD,20.87,0.00,0.11
2742,PIGEON CORP,20.85,0.00,0.04
2743,ROLLINS INC,20.84,0.00,0.01
2744,COVIVIO,20.84,0.00,0.02
2745,HALOZYME THERAPEUTICS INC,20.83,0.00,0.03
2746,AXFOOD AB,20.80,0.00,0.04
2747,SIBANYE STILLWATER LTD ADR,20.80,0.00,0.02
2748,MOBILE TELECOMMUNICATIONS CO,20.76,0.00,0.06
2749,GRUPO CARSO SAB DE CV SER A1,20.76,0.00,0.03
2750,JTOWER INC,20.75,0.00,0.09
2751,ZHEJIANG DINGLI MACHINERY  A,20.74,0.00,0.03
2752,GOLD FIELDS LTD SPONS ADR,20.73,0.00,0.02
2753,AXONICS MODULATION TECHNOLOG,20.72,0.00,0.10
2754,GENSCRIPT BIOTECH CORP,20.70,0.00,0.07
2755,CF INDUSTRIES HOLDINGS INC,20.58,0.00,0.02
2756,EXP WORLD HOLDINGS INC,20.58,0.00,0.04
2757,JINDAL STEEL + POWER LTD,20.57,0.00,0.05
2758,MOHAWK INDUSTRIES INC,20.56,0.00,0.02
2759,LASERTEC CORP,20.55,0.00,0.02
2760,GALENICA AG,20.52,0.00,0.06
2761,IRON MOUNTAIN INC,20.48,0.00,0.02
2762,ALPARGATAS SA   PREF,20.34,0.00,0.08
2763,SP PLUS CORP,20.29,0.00,0.28
2764,ENERGY ABSOLUTE PCL FOREIGN,20.27,0.00,0.03
2765,TORAY INDUSTRIES INC,20.27,0.00,0.02
2766,CIELO SA,20.24,0.00,0.09
2767,YUNNAN BAIYAO GROUP CO LTD A,20.24,0.00,0.01
2768,JIANGSU HENGLI HYDRAULIC C A,20.20,0.00,0.02
2769,TELEFONICA SA RIGHT,20.19,0.00,0.01
2770,COWEN INC   A,20.19,0.00,0.25
2771,LHC GROUP INC,20.18,0.00,0.03
2772,SENSATA TECHNOLOGIES HOLDING,20.13,0.00,0.02
2773,YUM CHINA HOLDINGS INC,20.12,0.00,0.50
2774,THG PLC,20.12,0.00,0.02
2775,UNIVERSAL LOGISTICS HOLDINGS,20.11,0.00,0.31
2776,AIR LEASE CORP,20.09,0.00,0.04
2777,GUDANG GARAM TBK PT,20.08,0.00,0.03
2778,SIEMENS LTD,20.04,0.00,0.02
2779,COHERUS BIOSCIENCES INC,19.99,0.00,0.15
2780,KYORIN HOLDINGS INC,19.98,0.00,0.15
2781,B GRIMM POWER PCL NVDR,19.97,0.00,0.04
2782,CHONGQING CHANGAN AUTOMOB A,19.94,0.00,0.01
2783,ATKORE INTERNATIONAL GROUP I,19.93,0.00,0.09
2784,HIRATA CORP,19.93,0.00,0.23
2785,FOXCONN TECHNOLOGY CO LTD,19.87,0.00,0.08
2786,LANDEC CORP,19.85,0.00,0.58
2787,RION CO LTD,19.83,0.00,0.37
2788,SUNRUN INC,19.82,0.00,0.01
2789,ZILLOW GROUP INC   A,19.81,0.00,0.02
2790,CHINA EVERBRIGHT BANK CO A,19.80,0.00,0.01
2791,RAKUS CO LTD,19.79,0.00,0.04
2792,VEREIT INC,19.78,0.00,0.02
2793,PRESTIGE CONSUMER HEALTHCARE,19.77,0.00,0.11
2794,INDIAN RAILWAY CATERING + TO,19.76,0.00,0.06
2795,AUSTEVOLL SEAFOOD ASA,19.72,0.00,0.09
2796,SHENZHEN INVESTMENT LTD,19.72,0.00,0.06
2797,CARLYLE GROUP INC/THE,19.69,0.00,0.02
2798,ECOPETROL SA,19.69,0.00,0.01
2799,TEIJIN LTD,19.69,0.00,0.05
2800,CO FOR COOPERATIVE INSURANCE,19.65,0.00,0.07
2801,TOTAL ACCESS COMMUNICA NVDR,19.59,0.00,0.06
2802,JUPITER FUND MANAGEMENT,19.55,0.00,0.08
2803,COLBUN SA,19.55,0.00,0.06
2804,BUMRUNGRAD HOSPITAL FOREIGN,19.54,0.00,0.06
2805,DISCOVERY INC C,19.52,0.00,0.02
2806,NATIXIS,19.51,0.00,0.02
2807,SG MICRO CORP A,19.49,0.00,0.03
2808,DOLLARAMA INC,19.46,0.00,0.01
2809,AECC AVIATION POWER CO A,19.37,0.00,0.01
2810,RENOVA INC,19.36,0.00,0.06
2811,SUZUKEN CO LTD,19.34,0.00,0.05
2812,GLACIER BANCORP INC,19.30,0.00,0.04
2813,ZHAOJIN MINING INDUSTRY   H,19.29,0.00,0.06
2814,RELIA INC,19.29,0.00,0.28
2815,SES,19.28,0.00,0.05
2816,JIANGSU EXPRESS CO LTD H,19.26,0.00,0.13
2817,DRAFTKINGS INC   CL A,19.24,0.00,0.01
2818,MERDEKA COPPER GOLD TBK PT,19.23,0.00,0.05
2819,KYB CORP,19.22,0.00,0.30
2820,J FRONT RETAILING CO LTD,19.21,0.00,0.08
2821,JENOPTIK AG,19.20,0.00,0.10
2822,BTS GROUP HOLDINGS PCL FORGN,19.18,0.00,0.04
2823,REGAL BELOIT CORP,19.18,0.00,0.04
2824,BENEXT GROUP INC,19.18,0.00,0.34
2825,DYNATRACE INC,19.17,0.00,0.01
2826,MINERAL RESOURCES LTD,19.16,0.00,0.03
2827,ROYALTY PHARMA PLC  CL A,19.16,0.00,0.01
2828,EQT CORP,19.15,0.00,0.05
2829,DR SULAIMAN AL HABIB MEDICAL,19.06,0.00,0.02
2830,GUANGDONG JIA YUAN TECHNOL A,19.06,0.00,0.06
2831,TURK SISE VE CAM FABRIKALARI,19.05,0.00,0.06
2832,TERNA SPA,19.04,0.00,0.01
2833,STURM RUGER + CO INC,19.03,0.00,0.15
2834,FORTERRA INC,19.03,0.00,0.15
2835,DISH NETWORK CORP A,19.01,0.00,0.02
2836,TREEHOUSE FOODS INC,18.98,0.00,0.07
2837,WUXI LEAD INTELLIGENT EQUI A,18.94,0.00,0.04
2838,MIXI INC,18.92,0.00,0.09
2839,CALERES INC,18.89,0.00,0.29
2840,HAITONG SECURITIES CO LTD A,18.87,0.00,0.01
2841,SCOUT24 AG,18.85,0.00,0.02
2842,FUCHS PETROLUB SE PREF,18.81,0.00,0.04
2843,HIGHWEALTH CONSTRUCTION CORP,18.79,0.00,0.08
2844,BECLE SAB DE CV,18.78,0.00,0.02
2845,TRIPOD TECHNOLOGY CORP,18.77,0.00,0.08
2846,MCMILLAN SHAKESPEARE LTD,18.73,0.00,0.23
2847,NISSAN CHEMICAL CORP,18.72,0.00,0.02
2848,MANILA ELECTRIC COMPANY,18.68,0.00,0.03
2849,JARDINE CYCLE + CARRIAGE LTD,18.65,0.00,0.03
2850,REMY COINTREAU,18.65,0.00,0.02
2851,REGENCY CENTERS CORP,18.65,0.00,0.02
2852,HUYA INC ADR,18.62,0.00,0.10
2853,ALK ABELLO A/S,18.60,0.00,0.04
2854,GIGABYTE TECHNOLOGY CO LTD,18.59,0.00,0.10
2855,WACKER CHEMIE AG,18.55,0.00,0.02
2856,AUTOLIV INC,18.55,0.00,0.02
2857,THAI OIL PCL FOREIGN,18.54,0.00,0.05
2858,MULTIPLAN EMPREENDIMENTOS,18.52,0.00,0.07
2859,PERUSAHAAN GAS NEGARA TBK PT,18.51,0.00,0.06
2860,HENAN SHUANGHUI INVESTMENT A,18.48,0.00,0.10
2861,HOME PRODUCT CENTER PCL NVDR,18.47,0.00,0.03
2862,SUMITOMO RIKO COMPANY LTD,18.45,0.00,0.28
2863,SRISAWAD CORP PCL NVDR,18.45,0.00,0.06
2864,UDG HEALTHCARE PLC,18.42,0.00,0.06
2865,LIBERTY MEDIA COR SIRIUSXM C,18.41,0.00,0.02
2866,BANGKOK EXPRESSWAY AND METRO,18.39,0.00,0.04
2867,EMAAR MALLS PJSC,18.39,0.00,0.03
2868,DE LONGHI SPA,18.39,0.00,0.04
2869,TPG TELECOM LTD,18.36,0.00,0.02
2870,ZHEJIANG EXPRESSWAY CO H,18.34,0.00,0.14
2871,KAISA GROUP HOLDINGS LTD,18.33,0.00,0.06
2872,CHINA TRADITIONAL CHINESE ME,18.32,0.00,0.07
2873,ZHEJIANG SANHUA INTELLIGEN A,18.29,0.00,0.01
2874,UNITED UTILITIES GROUP PLC,18.29,0.00,0.02
2875,ANGEL YEAST CO LTD A,18.25,0.00,0.03
2876,TAKASHIMAYA CO LTD,18.25,0.00,0.11
2877,ICF INTERNATIONAL INC,18.23,0.00,0.12
2878,IONIS PHARMACEUTICALS INC,18.22,0.00,0.02
2879,MATTHEWS INTL CORP CLASS A,18.21,0.00,0.18
2880,NITTOKU CO LTD,18.17,0.00,0.23
2881,ASBURY AUTOMOTIVE GROUP,18.15,0.00,0.04
2882,MAGNOLIA OIL + GAS CORP   A,18.12,0.00,0.14
2883,EVOTEC SE,18.12,0.00,0.03
2884,MGM GROWTH PROPERTIES LLC A,18.12,0.00,0.05
2885,DELTA ELECTRONICS THAI NVDR,18.11,0.00,0.01
2886,ACM RESEARCH INC CLASS A,18.10,0.00,0.12
2887,HUAYU AUTOMOTIVE SYSTEMS  A,18.09,0.00,0.03
2888,INVINCIBLE INVESTMENT CORP,18.09,0.00,0.08
2889,HAP SENG CONSOLIDATED,18.07,0.00,0.03
2890,PIAGGIO + C. S.P.A.,18.05,0.00,0.14
2891,METRO PACIFIC INVESTMENTS CO,18.04,0.00,0.06
2892,VOYA FINANCIAL INC,18.03,0.00,0.02
2893,LAND + HOUSES PUB   NVDR,18.01,0.00,0.05
2894,ADECOAGRO SA,17.98,0.00,0.21
2895,ORICA LTD,17.97,0.00,0.03
2896,BTS GROUP HOLDINGS PCL NVDR,17.93,0.00,0.04
2897,CHINA MOLYBDENUM CO LTD A,17.90,0.00,0.02
2898,SMITH (A.O.) CORP,17.89,0.00,0.02
2899,COMPUTER ENGINEER + CONSULT,17.88,0.00,0.30
2900,SQUARE ENIX HOLDINGS CO LTD,17.88,0.00,0.02
2901,FATHOM HOLDINGS INC,17.84,0.00,0.33
2902,HUNDSUN TECHNOLOGIES INC A,17.84,0.00,0.02
2903,OKAMURA CORP,17.81,0.00,0.16
2904,BIOLIFE SOLUTIONS INC,17.80,0.00,0.13
2905,HUNDSUN TECHNOLOGIES INC A,17.76,0.00,0.02
2906,WAKITA + CO LTD,17.75,0.00,0.31
2907,RESTAURANT GROUP PLC,17.73,0.00,0.31
2908,GERRESHEIMER AG,17.70,0.00,0.05
2909,NUMIS CORPORATION PLC,17.70,0.00,0.33
2910,CIA DE TRANSMISSAO DE ENE PF,17.69,0.00,0.08
2911,CONTAINER CORP OF INDIA LTD,17.69,0.00,0.05
2912,KINSALE CAPITAL GROUP INC,17.69,0.00,0.03
2913,CHINA EVERBRIGHT LTD,17.67,0.00,0.07
2914,CAPITAL CITY BANK GROUP INC,17.67,0.00,0.39
2915,YONYOU NETWORK TECHNOLOGY A,17.62,0.00,0.01
2916,NATIONAL INDUSTRIALIZATION C,17.58,0.00,0.07
2917,REPSOL SA,17.57,0.00,0.31
2918,GT CAPITAL HOLDINGS INC,17.53,0.00,0.06
2919,MODEC INC,17.53,0.00,0.16
2920,SHENWAN HONGYUAN GROUP CO A,17.52,0.00,0.01
2921,GUOTAI JUNAN SECURITIES CO A,17.49,0.00,0.02
2922,LGI HOMES INC,17.47,0.00,0.06
2923,HERA SPA,17.45,0.00,0.03
2924,LABORATORIOS FARMACEUTICOS R,17.44,0.00,0.06
2925,NIHON NOHYAKU CO LTD,17.40,0.00,0.40
2926,MONEYSUPERMARKET.COM,17.40,0.00,0.08
2927,TANSEISHA CO LTD,17.40,0.00,0.42
2928,RATTLER MIDSTREAM LP,17.39,0.00,0.38
2929,SEI INVESTMENTS COMPANY,17.38,0.00,0.02
2930,ONEWATER MARINE INC CL A,17.37,0.00,0.49
2931,MITSUBISHI HEAVY INDUSTRIES,17.36,0.00,0.02
2932,HALMA PLC,17.25,0.00,0.01
2933,ENAGAS SA,17.22,0.00,0.03
2934,ORANGE POLSKA SA,17.21,0.00,0.07
2935,MANGO EXCELLENT MEDIA CO L A,17.18,0.00,0.02
2936,LANXESS AG,17.16,0.00,0.02
2937,TCS GROUP HOLDING GDR REG S,17.12,0.00,0.04
2938,FRASER + NEAVE HOLDINGS BHD,17.10,0.00,0.05
2939,ERG SPA,17.09,0.00,0.04
2940,DANIELI + CO RSP,17.08,0.00,0.33
2941,ALPHATEC HOLDINGS INC,17.05,0.00,0.14
2942,KYOKUTO KAIHATSU KOGYO CO,17.05,0.00,0.27
2943,DROPBOX INC CLASS A,16.97,0.00,0.02
2944,COSCO SHIPPING HOLDINGS CO A,16.97,0.00,0.01
2945,OLD SECOND BANCORP INC,16.97,0.00,0.53
2946,ASIA AIR SURVEY CO LTD,16.93,0.00,0.97
2947,LEE + MAN PAPER MANUFACTURIN,16.92,0.00,0.04
2948,ASX LTD,16.91,0.00,0.01
2949,ESSENT GROUP LTD,16.90,0.00,0.03
2950,PLDT INC SPON ADR,16.88,0.00,0.03
2951,HIRAKAWA HEWTECH CORP,16.88,0.00,0.74
2952,MAKINO MILLING MACHINE CO,16.88,0.00,0.17
2953,NEWS CORP   CLASS A,16.86,0.00,0.02
2954,NATIONAL ENERGY SERVICES REU,16.84,0.00,0.18
2955,ZHEJIANG HUAYOU COBALT CO  A,16.83,0.00,0.01
2956,FLUGHAFEN ZURICH AG REG,16.78,0.00,0.03
2957,CVS GROUP PLC,16.75,0.00,0.11
2958,DECHRA PHARMACEUTICALS PLC,16.75,0.00,0.03
2959,NORTHEAST BANK,16.74,0.00,0.84
2960,TELESITES SAB DE CV,16.72,0.00,0.04
2961,DAR AL ARKAN REAL ESTATE DEV,16.72,0.00,0.06
2962,ALPHA + OMEGA SEMICONDUCTOR,16.71,0.00,0.25
2963,BEACH ENERGY LTD,16.69,0.00,0.05
2964,KAWAI MUSICAL INSTRUMENTS MF,16.69,0.00,0.52
2965,INTAGE HOLDINGS INC,16.69,0.00,0.35
2966,NEENAH INC,16.68,0.00,0.16
2967,LANTHEUS HOLDINGS INC,16.66,0.00,0.17
2968,HORACE MANN EDUCATORS,16.66,0.00,0.09
2969,PUNJAB NATIONAL BANK FOREIGN,16.66,0.00,0.03
2970,SANAN OPTOELECTRONICS CO L A,16.63,0.00,0.01
2971,NEW WORLD DEVELOPMENT,16.58,0.00,0.01
2972,NAURA TECHNOLOGY GROUP CO A,16.54,0.00,0.02
2973,DESIGNER BRANDS INC CLASS A,16.54,0.00,0.31
2974,KOMERI CO LTD,16.53,0.00,0.09
2975,AMICUS THERAPEUTICS INC,16.52,0.00,0.03
2976,JAPAN REAL ESTATE INVESTMENT,16.52,0.00,0.02
2977,INFORMA PLC,16.51,0.00,0.01
2978,IR JAPAN HOLDINGS LTD,16.50,0.00,0.05
2979,TKH GROUP NV DUTCH CERT,16.48,0.00,0.07
2980,CSC FINANCIAL CO LTD A,16.48,0.00,0.00
2981,NISHIMATSU CONSTRUCTION CO,16.44,0.00,0.13
2982,NATIONAL STORAGE REIT,16.43,0.00,0.10
2983,ODONTOPREV S.A.,16.41,0.00,0.10
2984,INVESCO LTD,16.40,0.00,0.02
2985,COGECO COMMUNICATIONS INC,16.37,0.00,0.06
2986,CHINA AOYUAN GROUP LTD,16.37,0.00,0.06
2987,CHEWY INC   CLASS A,16.36,0.00,0.02
2988,UNITED ARROWS LTD,16.35,0.00,0.34
2989,NEW CHINA LIFE INSURANCE C A,16.31,0.00,0.01
2990,SHANGHAI FOSUN PHARMACEUTI A,16.30,0.00,0.01
2991,MANGO EXCELLENT MEDIA CO L A,16.30,0.00,0.02
2992,ELECTRICITY GEN PUB CO FOREI,16.30,0.00,0.04
2993,DALI FOODS GROUP CO LTD,16.24,0.00,0.02
2994,QB NET HOLDINGS CO LTD,16.24,0.00,0.80
2995,DAETWYLER HOLDING AG BR,16.23,0.00,0.04
2996,EXELIXIS INC,16.22,0.00,0.02
2997,DENTSU GROUP INC,16.21,0.00,0.02
2998,ENERGY ABSOLUTE PCL NVDR,16.21,0.00,0.02
2999,BOOHOO GROUP PLC,16.21,0.00,0.03
3000,SOUTHWEST AIRLINES CO,16.19,0.00,0.01
3001,PLUS500 LTD,16.19,0.00,0.06
3002,DEL TACO RESTAURANTS INC,16.19,0.00,0.44
3003,GOERTEK INC  A,16.17,0.00,0.04
3004,SAUDI CEMENT,16.17,0.00,0.06
3005,ARRAY TECHNOLOGIES INC,16.17,0.00,0.03
3006,SINO LAND CO,16.11,0.00,0.02
3007,WINGTECH TECHNOLOGY CO LTD A,16.07,0.00,0.01
3008,SHENZHEN KANGTAI BIOLOGICA A,16.03,0.00,0.02
3009,SCREEN HOLDINGS CO LTD,16.02,0.00,0.04
3010,H+E EQUIPMENT SERVICES INC,16.02,0.00,0.14
3011,NEOPHOTONICS CORP,16.01,0.00,0.32
3012,SUMITOMO OSAKA CEMENT CO LTD,15.98,0.00,0.13
3013,CHINA STATE CONSTRUCTION INT,15.94,0.00,0.05
3014,EUROMONEY INSTL INVESTOR PLC,15.92,0.00,0.09
3015,TT ELECTRONICS PLC,15.85,0.00,0.30
3016,LIVERAMP HOLDINGS INC,15.84,0.00,0.03
3017,AMUSE INC,15.82,0.00,0.31
3018,HELLOFRESH SE,15.82,0.00,0.01
3019,MINOR INTERNATIONAL PCL NVDR,15.80,0.00,0.03
3020,US CELLULAR CORP,15.79,0.00,0.09
3021,BANK OF CHINA LTD A,15.78,0.00,0.00
3022,CITIZEN WATCH CO LTD,15.76,0.00,0.16
3023,JAPAN RETAIL FUND INVESTMENT,15.76,0.00,0.03
3024,INTERACTIVE BROKERS GRO CL A,15.74,0.00,0.03
3025,BRIGHAM MINERALS INC CL A,15.74,0.00,0.30
3026,GOME RETAIL HOLDINGS LTD,15.69,0.00,0.06
3027,BLUCORA INC,15.69,0.00,0.19
3028,MALIBU BOATS INC   A,15.68,0.00,0.11
3029,CABOT OIL + GAS CORP,15.64,0.00,0.02
3030,BANKINTER SA,15.61,0.00,0.03
3031,GAZPROM PJSC SPON ADR,15.61,0.00,0.00
3032,CHINA UNITED NETWORK A,15.59,0.00,0.01
3033,CHINA HUARONG ASSET MANAGE H,15.54,0.00,0.05
3034,TCL TECHNOLOGY GROUP CORP A,15.52,0.00,0.01
3035,MOBILE WORLD INVESTMENT CORP,15.50,0.00,0.06
3036,ZTE CORP A,15.48,0.00,0.01
3037,OGE ENERGY CORP,15.48,0.00,0.02
3038,RADIANT LOGISTICS INC,15.47,0.00,0.49
3039,CHINA RESOURCES PHARMACEUTIC,15.43,0.00,0.05
3040,EMLAK KONUT GAYRIMENKUL YATI,15.42,0.00,0.13
3041,RWS HOLDINGS PLC,15.42,0.00,0.05
3042,BETSSON AB,15.40,0.00,0.13
3043,SUNWODA ELECTRONIC CO LTD A,15.39,0.00,0.02
3044,ILUKA RESOURCES LTD,15.38,0.00,0.07
3045,IMCD NV,15.36,0.00,0.02
3046,DINE BRANDS GLOBAL INC,15.33,0.00,0.15
3047,MAXIMUS INC,15.33,0.00,0.03
3048,YAPI VE KREDI BANKASI,15.31,0.00,0.04
3049,ANHUI GUJING DISTILLERY CO A,15.30,0.00,0.01
3050,H.U. GROUP HOLDINGS INC,15.26,0.00,0.09
3051,NIPPON BUILDING FUND INC,15.25,0.00,0.01
3052,ITAMAR MEDICAL LTD SPON ADR,15.24,0.00,0.50
3053,FUYAO GLASS INDUSTRY GROUP A,15.23,0.00,0.02
3054,HOMESERVE PLC,15.21,0.00,0.03
3055,MEGAWORLD CORP,15.21,0.00,0.05
3056,CHINA LIFE INSURANCE CO A,15.19,0.00,0.00
3057,RUSH ENTERPRISES INC CL A,15.17,0.00,0.08
3058,ASSURED GUARANTY LTD,15.17,0.00,0.05
3059,FLAGSTAR BANCORP INC,15.16,0.00,0.07
3060,ERIE INDEMNITY COMPANY CL A,15.14,0.00,0.01
3061,LENS TECHNOLOGY CO LTD A,15.09,0.00,0.01
3062,BOE TECHNOLOGY GROUP CO LT A,15.08,0.00,0.04
3063,KORN FERRY,15.07,0.00,0.06
3064,RHEON AUTOMATIC MACHINERY,15.06,0.00,0.34
3065,NAVIENT CORP,15.05,0.00,0.08
3066,UNIPOLSAI ASSICURAZIONI SPA,15.00,0.00,0.02
3067,CHONGQING RURAL COMMERCIAL H,14.96,0.00,0.13
3068,EMAAR ECONOMIC CITY,14.96,0.00,0.07
3069,APA GROUP,14.96,0.00,0.02
3070,DOUYU INTERNATIONAL HOLD ADR,14.95,0.00,0.04
